Sample,Exchanged Metanol,N Open
My_20,0.7640307781349125,10
My_20,0.6971529311239946,17
My_20,0.6667021521883786,17
My_20,0.6598609003964641,11
My_20,0.6683208630296155,17
My_20,0.6653745688128658,9
My_20,0.5707095132335785,10
My_20,0.649049045709566,18
My_20,0.7659239345142599,10
My_20,0.6007887835227077,13
My_20,0.6007887835227077,13
My_20,0.6007887835227077,13
My_20,0.6007887835227077,13
My_20,0.6007887835227077,13
My_20,0.5915793062171821,12
My_20,0.5915793062171821,12
My_20,0.6160873569982355,13
My_20,0.7061027888680069,12
My_20,0.6160873569982355,13
My_20,0.6160873569982355,13
My_20,0.6160873569982355,13
My_20,0.6160873569982355,13
My_20,0.6160873569982355,13
My_20,0.6160873569982355,13
My_20,0.6160873569982355,13
My_20,0.9745085727684302,14
My_20,0.6170053271242455,15
My_20,0.5934066565184113,13
My_20,0.7637284700124218,11
My_20,0.7637284700124218,11
My_20,0.6890525218058999,10
My_20,0.873578556861234,11
My_20,0.873578556861234,11
My_20,0.873578556861234,11
My_20,0.6310910187127335,12
My_20,0.5375152223542966,20
My_20,0.6996941664886023,11
My_20,0.5893413072760818,13
My_20,0.6145513187602718,10
My_20,0.7054373925880688,10
My_20,0.6890401112509377,16
My_20,0.6251718437602624,15
My_20,0.7990234430372551,14
My_20,0.6541521449499398,13
My_20,0.7009530183232242,16
My_20,0.6800984349661816,10
My_20,0.6655341777324469,16
My_20,0.6562590578330612,15
My_20,0.6155256097064563,13
My_20,0.5682513806619549,15
My_20,0.6670325252352208,16
My_20,0.7989217714918628,13
My_20,0.8166670038501865,8
My_20,0.8166670038501865,8
My_20,0.5619215101504553,15
My_20,0.8053288175686628,14
My_20,0.6465443507795251,12
My_20,0.6747748202942567,13
My_20,0.853167865441981,16
My_20,0.9213891361628578,14
My_20,0.8226058701706437,12
My_20,0.6271170810910116,12
My_20,0.6046203806834307,14
My_20,0.9589036063525791,14
My_20,0.628774838969777,11
My_20,0.628774838969777,11
My_20,0.7459864320414081,16
My_20,0.7569797676637865,15
My_20,0.694857491698589,11
My_20,0.6541723795816629,10
My_20,0.6541723795816629,10
My_20,0.5606549659294251,11
My_20,0.5606549659294251,11
My_20,0.6438611673142788,15
My_20,0.9692944022836607,13
My_20,0.928646982446472,17
My_20,0.7449417984206761,13
My_20,0.7449417984206761,13
My_20,0.7449417984206761,13
My_20,0.7449417984206761,13
My_20,0.6416077807048752,16
My_20,0.713287301785707,15
My_20,0.6731857491137474,16
My_20,0.8617964577386803,12
My_20,0.7159707740813314,18
My_20,0.8975868384160715,12
My_20,0.8192063970646263,7
My_20,0.8192063970646263,7
My_20,0.8192063970646263,7
My_20,0.7361033720702358,20
My_20,0.621094438775046,10
My_20,0.5521683852108422,17
My_20,0.6002024061262005,15
My_20,0.5636498353502482,14
My_20,0.6249525310098875,16
My_20,0.6530617862611335,16
My_20,0.7494326213415547,8
My_20,0.6458524222311727,12
My_20,0.740058404588968,16
My_20,0.7467694297878339,14
My_20,0.5605827879548991,14
My_20,0.662192217625474,14
My_20,0.6485760051620088,15
My_20,0.6763137618270015,16
My_20,0.6647618759292014,18
My_20,0.6724576022898061,14
My_20,0.6587152054914496,13
My_20,0.593416795518545,16
My_20,0.7304639841491974,15
My_20,0.7495236379073302,13
My_20,0.9710357315752541,12
My_20,0.793851308612689,10
My_20,0.7706348174885013,16
My_20,0.9413136883137402,10
My_20,0.55266102671367,16
My_20,0.546888123041082,16
My_20,0.6831657843190063,14
My_20,0.7591806504814265,15
My_20,0.7942096682654713,13
My_20,0.665077315937702,15
My_20,0.7039108134744289,17
My_20,0.7798438439112133,16
My_20,0.6645555311303045,11
My_20,0.8169387495644659,17
My_20,0.5232703899261597,7
My_20,0.5232703899261597,7
My_20,0.5232703899261597,7
My_20,0.5232703899261597,7
My_20,0.5232703899261597,7
My_20,0.8253597105244646,20
My_20,0.3249432165523148,8
My_20,0.3249432165523148,8
My_20,0.6162214927459977,15
My_20,0.8682836302273808,13
My_20,0.5226286246539106,13
My_20,0.666568368092966,11
My_20,0.3411145913818069,8
My_20,0.3411145913818069,8
My_20,0.3411145913818069,8
My_20,0.5644824229291909,8
My_20,0.5644824229291909,8
My_20,0.5644824229291909,8
My_20,0.5644824229291909,8
My_20,0.5644824229291909,8
My_20,0.6781064390952635,15
My_20,0.6720537624581049,13
My_20,0.5897534099831648,9
My_20,0.6597786524342831,9
My_20,0.6990193721878374,17
My_20,0.7235937168330079,15
My_20,0.6903155633140349,14
My_20,0.6527544761749817,13
My_20,0.5777102169806927,10
My_20,0.5777102169806927,10
My_20,0.6919067644487599,18
My_20,0.5617161380946766,13
My_20,0.9238337111701271,14
My_20,1.0,11
My_20,1.0,11
My_20,0.731720499629928,13
My_20,0.6564977740307324,14
My_20,0.6748331575113494,13
My_20,0.5151826817862644,11
My_20,0.5151826817862644,11
My_20,0.5151826817862644,11
My_20,0.5578436749985453,12
My_20,0.5578436749985453,12
My_20,0.8424793862328966,15
My_20,0.602606618754586,15
My_20,0.6651540103013887,12
My_20,0.6732268039121323,11
My_20,0.5504455598720503,11
My_20,0.5504455598720503,11
My_20,0.8459614127157377,16
My_20,0.6698805372540236,11
My_20,0.7109670442820373,11
My_20,0.7185100387918084,12
My_20,0.745752709838022,17
My_20,0.7283385194705756,15
My_20,0.5975925710962781,13
My_20,0.5923271296366869,13
My_20,0.627949187506727,14
My_20,0.7809637165133169,12
My_20,0.7871229030429664,15
My_20,0.9362961216888476,15
My_20,0.9868113945300754,15
My_20,0.5688208762620429,11
My_20,0.7845433837625629,11
My_20,0.7349548887481991,11
My_20,0.7463114771917907,10
My_20,0.5703367277779846,10
My_20,0.5683725834974329,15
My_20,0.5984769505542805,12
My_20,0.7964114733422681,11
My_20,0.660848880505118,10
My_20,0.660848880505118,10
My_20,0.660848880505118,10
My_20,0.5545094368592333,14
My_20,0.8123924543333223,13
My_20,0.8408917460891174,13
My_20,0.6896323826893749,13
My_20,0.6652918082164784,13
My_20,0.7438073230076025,13
My_20,0.6201525182134344,12
My_20,0.8962591301416889,15
My_20,0.9029406488853481,12
My_20,0.6927347278507161,13
My_20,0.9015296115050906,15
My_20,0.6385289837998326,12
My_20,0.6014897603515487,11
My_20,0.663138725375741,14
My_20,0.663138725375741,14
My_20,0.663138725375741,14
My_20,0.662627007264146,18
My_20,0.6727774964637362,13
My_20,0.7039159358334401,15
My_20,0.7310173001825431,14
My_20,0.7617375202413377,9
My_20,0.6145498032088543,11
My_20,0.7112440626356415,18
My_20,0.5625592625605701,15
My_20,0.7511355017102552,9
My_20,0.7511355017102552,9
My_20,0.7511355017102552,9
My_20,0.7538728235698675,12
My_20,0.926854315787517,13
My_20,0.7730458982487071,13
My_20,0.7342193955965646,13
My_20,0.8467108941269621,14
My_20,0.3460333652861802,13
My_20,0.3460333652861802,13
My_20,0.7169143104432221,14
My_20,0.6884088169776384,18
My_20,0.5910135157610888,13
My_20,0.6356246705345127,15
My_20,0.6356246705345127,15
My_20,0.743796331185803,14
My_20,0.6453175582693123,14
My_20,0.6721832153511748,16
My_20,0.7798685820671332,6
My_20,0.5166618039542542,7
My_20,0.5166618039542542,7
My_20,0.5166618039542542,7
My_20,0.5166618039542542,7
My_20,0.5166618039542542,7
My_20,0.5166618039542542,7
My_20,0.5166618039542542,7
My_20,0.5193274399242014,9
My_20,0.7680009131605595,15
My_20,0.7642448771114897,14
My_20,0.6630205804901892,12
My_20,0.6232389149390782,13
My_20,0.5349831719097133,15
My_20,0.6384777205320563,12
My_20,0.7166531949782114,14
My_20,0.7166531949782114,14
My_20,0.6121682071723266,12
My_20,0.6542801290540383,11
My_20,0.6337074952897841,11
My_20,0.6986767990325267,15
My_20,0.6610067792608146,16
My_20,0.825525479926747,12
My_20,0.975854235017748,12
My_20,0.8494764964598498,13
My_20,0.76413429404991,10
My_20,0.6827865149306421,12
My_20,0.6312870202641013,14
My_20,0.7529416836495962,12
My_20,0.6672799300877982,12
My_20,0.7841837601194531,10
My_20,0.5829629354176294,17
My_20,0.6689197004959722,17
My_20,0.7149389631700083,16
My_20,0.6094239894321137,16
My_20,0.6536344224955822,15
My_20,0.6378941314108877,16
My_20,0.7914916092010282,16
My_20,0.8606568796409909,11
My_20,0.7180797862398564,14
My_20,0.7180797862398564,14
My_20,0.7180797862398564,14
My_20,0.6119333230000823,14
My_20,0.6256209348634474,14
My_20,0.5586255063835324,14
My_20,0.5664369110675262,13
My_20,0.5832840599619774,13
My_20,0.5871006264443663,16
My_20,0.7481642678160935,17
My_20,0.6535595206453813,18
My_20,0.5985749625395052,15
My_20,0.9468914808289216,17
My_20,0.7370696078385968,17
My_20,0.6073745717061636,14
My_20,0.5363867402932049,14
My_20,0.8575334381192408,15
My_20,0.634877583974012,14
My_20,0.634877583974012,14
My_20,0.6883956303642328,15
My_20,0.6338602276037424,18
My_20,0.6097832272268845,17
My_20,0.6215689895412874,12
My_20,0.6885876250401173,14
My_20,0.6795155943428949,13
My_20,0.7319179574229496,17
My_20,0.7949981915738268,14
My_20,1.0,13
My_20,0.6491257346959955,15
My_20,0.6797246048019591,16
My_20,0.7802427902931433,19
My_20,0.9421027552235004,19
My_20,0.6626028100869022,16
My_20,0.6347017094846585,17
My_20,0.6356791489305711,16
My_20,0.793558534152219,15
My_20,0.6709104481493705,15
My_20,0.4413188507826774,13
My_20,0.4425598017980346,12
My_20,0.4425598017980346,12
My_20,0.5981415257055305,12
My_20,0.6210841790238255,14
My_20,0.5225986223647072,13
My_20,0.6064422489579931,13
My_20,0.9843007232452577,18
My_20,0.5959534367427308,15
My_20,0.5781361156006228,14
My_20,0.8072522291667497,15
My_20,0.8072522291667497,15
My_20,0.5383814779318088,17
My_20,0.6223480536604262,15
My_20,0.6749727881507132,13
My_20,0.7471304774562076,13
My_20,0.7398812392326977,14
My_20,0.7398812392326977,14
My_20,0.6891562148199369,13
My_20,0.6891562148199369,13
My_20,0.6615027258756871,14
My_20,0.7367323236062842,13
My_20,0.7614668433886218,17
My_20,0.5710121015614156,16
My_20,0.7185460303556727,17
My_20,0.549949505757785,18
My_20,0.7044679212686182,15
My_20,0.5627055608877267,13
My_20,0.5627055608877267,13
My_20,0.5396926647056395,12
My_20,0.9971757258541205,10
My_20,0.758801095463128,11
My_20,0.7851984616953455,11
My_20,0.6444632638619101,9
My_20,0.6775686468075237,10
My_20,0.688227292030611,12
My_20,0.7056866927934715,12
My_20,0.573284586223755,9
My_20,0.700726764677881,10
My_20,0.6513602974194953,9
My_20,0.5579283632357245,11
My_20,0.7504774882246757,8
My_20,0.8360598062670372,9
My_20,0.7521104638560967,8
My_20,0.5947714642730185,8
My_20,0.5426341109583599,10
My_20,0.45749935165104416,9
My_20,0.45749935165104416,9
My_20,0.4500726931990604,11
My_20,0.5549105094205952,12
My_20,0.526757295317025,12
My_20,0.5492045336694663,13
My_20,0.5280561338451487,13
My_20,0.6624903553033334,14
My_20,0.8941013327676209,11
My_20,0.7946267948279876,14
My_20,0.8645543739447485,13
My_20,0.7098845734319643,13
My_20,0.6782926143004402,13
My_20,0.730433531644388,14
My_20,0.7509426911367497,12
My_20,0.618439061371605,9
My_20,0.762755969130161,7
My_20,0.762755969130161,7
My_20,0.762755969130161,7
My_20,0.925399434406184,6
My_20,0.6636138021536694,10
My_20,0.6636138021536694,10
My_20,0.6651359284683467,9
My_20,0.7102796322938457,8
My_20,0.7434272663808019,7
My_20,0.6499457317259808,10
My_20,0.5761432220631553,10
My_20,0.6807350605689526,10
My_20,0.5188719679850629,13
My_20,0.6112505785164013,13
My_20,0.6112505785164013,13
My_20,0.5856603467759633,12
My_20,0.6451363786299036,12
My_20,0.6451363786299036,12
My_20,0.7718522094180471,11
My_20,0.4924652958244911,13
My_20,0.5990793347923781,13
My_20,0.6339021134469793,13
My_20,0.660503807428401,14
My_20,1.0,16
My_20,0.8103707045810384,15
