,Acer,Seum,Meus,Raer,Boea,Hyum,Meis,Brla,Teas,Afia,Chae,Beae,Deae
GDP_MANNOSE,-1.7448628862875744,-1.7448628862875744,-1.7448628862875744,-1.7448628862875744,-1.7448628862875744,20.93835463545085,-1.7448628862875744,-1.7448628862875744,-1.7448628862875744,-1.7448628862875744,-1.7448628862875744,-1.7448628862875744,-1.7448628862875744
SUCROSE,-3.353112501501819,12.971492452539668,-3.353112501501819,-3.353112501501819,10.831781477057547,-3.353112501501819,-3.353112501501819,9.727851085420971,-3.353112501501819,-3.353112501501819,-3.353112501501819,-3.353112501501819,-3.353112501501819
HYDROGEN_MOLECULE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETOH,-3.315100798088583,18.833241065580264,-3.315100798088583,-3.315100798088583,-3.315100798088583,-3.315100798088583,-3.315100798088583,-3.315100798088583,-3.315100798088583,17.63286771339418,-3.315100798088583,-3.315100798088583,-3.315100798088583
PROPIONATE,-3.9385658504100647,-3.9385658504100647,-3.9385658504100647,17.847838330521807,-3.9385658504100647,-3.9385658504100647,-3.9385658504100647,-3.9385658504100647,17.750016337773314,-3.9385658504100647,-3.9385658504100647,3.787803835805523,-3.9385658504100647
PROPANE_1_2_DIOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPD_10353,-2.6184344713895165,-2.6184344713895165,-2.6184344713895165,-2.6184344713895165,19.282855655951643,-2.6184344713895165,-2.6184344713895165,-2.6184344713895165,-2.6184344713895165,9.519923529333095,-2.6184344713895165,-2.6184344713895165,-2.6184344713895165
BUTANEDIOL,-6.426875982252195,15.306208592677795,-6.426875982252195,-6.426875982252195,-6.426875982252195,-6.426875982252195,-6.426875982252195,13.533299079255055,-6.426875982252195,-6.426875982252195,14.69972634926896,14.302649819067975,-6.426875982252195
BUTANOL,-4.740199634824318,17.615433937059432,-4.740199634824318,17.915969992362463,-4.740199634824318,11.870592418821307,-4.740199634824318,-4.740199634824318,-4.740199634824318,-4.740199634824318,-4.740199634824318,-4.740199634824318,-4.740199634824318
ACETONE,-0.9216047399740148,-0.9216047399740148,-0.9216047399740148,-0.9216047399740148,-0.9216047399740148,-0.9216047399740148,-0.9216047399740148,-0.9216047399740148,-0.9216047399740148,-0.9216047399740148,11.059256879688185,-0.9216047399740148,-0.9216047399740148
FORMATE,-5.293252106955261,-5.293252106955261,-5.293252106955261,-5.293252106955261,15.91272618338259,-5.293252106955261,-5.293252106955261,-5.293252106955261,16.525941960878644,14.961499316790835,-5.293252106955261,0.23910150154527798,-5.293252106955261
CARBON_DIOXIDE,2.121808387213317,6.292619422464565,-11.253849683537807,4.871081122037856,2.907103101268741,-18.300077985023357,7.840106183773759,0.9671501884919271,3.3176734943324755,1.9549699133804577,2.1337972083478522,1.0433346334659372,-3.895715986215711
ACET,-8.297311079431958,-8.297311079431958,-8.297311079431958,14.105085679208488,13.601910116438548,10.180337021976452,-8.297311079431958,-8.297311079431958,14.215276170673105,0.3156147222767096,-8.297311079431958,-8.297311079431958,5.662953845450444
BUTYRIC_ACID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARBON_MONOXIDE,-1.1192222436287391,13.43066692354488,-1.1192222436287391,-1.1192222436287391,-1.1192222436287391,-1.1192222436287391,-1.1192222436287391,-1.1192222436287391,-1.1192222436287391,-1.1192222436287391,-1.1192222436287391,-1.1192222436287391,-1.1192222436287391
PUTRESCINE,-0.7339844185791726,-0.7339844185791726,8.807813022950045,-0.7339844185791726,-0.7339844185791726,-0.7339844185791726,-0.7339844185791726,-0.7339844185791726,-0.7339844185791726,-0.7339844185791726,-0.7339844185791726,-0.7339844185791726,-0.7339844185791726
NITROGEN_MOLECULE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
