,Acer,Phum,Meus,Seum,Meis,Psas,Teas,OL12,Tala,Bola,Hyum,Afia,Vaax,Neae,Rher,Spas,Paas
FUM,-3.4309889488290253,-3.4309889488290253,-3.4309889488290253,-3.4309889488290253,23.88881836859335,-3.4309889488290253,-3.4309889488290253,-3.4309889488290253,20.18277162949612,-3.4309889488290253,-3.4309889488290253,3.962255285516928,-3.4309889488290253,-3.4309889488290253,-3.4309889488290253,-3.4309889488290253,-3.4309889488290253
CIT,-2.309414850013461,-2.309414850013461,20.224851966214533,-2.309414850013461,-2.309414850013461,-2.309414850013461,-2.309414850013461,8.65014384623226,-2.309414850013461,3.4568120877415893,-2.309414850013461,-2.309414850013461,-2.309414850013461,-2.309414850013461,-2.309414850013461,-2.309414850013461,-2.309414850013461
GLYCERATE,-1.907202941029876,-1.907202941029876,23.849523728862792,-1.907202941029876,-1.907202941029876,4.758520386585335,-1.907202941029876,-1.907202941029876,-1.907202941029876,-1.907202941029876,-1.907202941029876,-1.907202941029876,-1.907202941029876,-1.907202941029876,-1.907202941029876,-1.907202941029876,-1.907202941029876
PPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THIAMINE_PYROPHOSPHATE,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,7.980994593841766,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098,-0.4988121621151098
RIBOFLAVIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADENOSYLCOBALAMIN,-1.4558056951112839,-1.4558056951112839,-1.4558056951112839,-1.4558056951112839,-1.4558056951112839,-1.4558056951112839,-1.4558056951112839,-1.4558056951112839,-1.4558056951112839,9.926264233214603,-1.4558056951112839,-1.4558056951112839,-1.4558056951112839,-1.4558056951112839,11.910821193454648,-1.4558056951112839,-1.4558056951112839
GDP_MANNOSE,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406,21.71710206054496,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406,-1.35731887878406
SUCROSE,-2.63201360551815,-2.63201360551815,11.665159240330992,-2.63201360551815,-2.63201360551815,5.076112547528682,-2.63201360551815,-2.63201360551815,-2.63201360551815,6.690124931829704,-2.63201360551815,-2.63201360551815,-2.63201360551815,-2.63201360551815,-2.63201360551815,10.784780152046562,-2.63201360551815
HYDROGEN_MOLECULE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
