Sample,Exchanged Metanol,N Open
CIR_19,1.0,12
CIR_19,1.0,11
CIR_19,0.9999996715188282,11
CIR_19,0.9999996715188282,11
CIR_19,0.9999996715188282,11
CIR_19,1.0,13
CIR_19,1.0,14
CIR_19,0.9780175703701561,11
CIR_19,1.0,10
CIR_19,0.9999994548574476,7
CIR_19,0.999995332125786,15
CIR_19,0.999995332125786,15
CIR_19,1.0,13
CIR_19,0.9999994890384309,13
CIR_19,1.0,12
CIR_19,1.0,12
CIR_19,0.9999996378855445,15
CIR_19,0.8515253331844823,12
CIR_19,0.8515253331844823,12
CIR_19,1.0,9
CIR_19,1.0,16
CIR_19,1.0,14
CIR_19,1.0,12
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,13
CIR_19,1.0,9
CIR_19,1.0,12
CIR_19,1.0,18
CIR_19,0.999999635187894,14
CIR_19,1.0,13
CIR_19,1.0,15
CIR_19,1.0,11
CIR_19,1.0,14
CIR_19,0.9999997212932387,17
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,16
CIR_19,0.7497672462715677,10
CIR_19,0.7497672462715677,10
CIR_19,0.7497672462715677,10
CIR_19,0.7497672462715677,10
CIR_19,1.0,17
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,0.9999997185120257,13
CIR_19,0.9999997185120257,13
CIR_19,0.9999997185120257,13
CIR_19,0.9999997185120257,13
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,0.9353016057390705,12
CIR_19,0.9353016057390705,12
CIR_19,1.0,16
CIR_19,0.9999960492135453,7
CIR_19,0.9999960492135453,7
CIR_19,0.9999960492135453,7
CIR_19,0.9999960492135453,7
CIR_19,0.9999960492135453,7
CIR_19,1.0,6
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,15
CIR_19,0.9999996821710512,16
CIR_19,1.0,12
CIR_19,1.0,14
CIR_19,1.0,12
CIR_19,1.0,16
CIR_19,1.0,16
CIR_19,1.0,17
CIR_19,1.0,15
CIR_19,0.9999996376871013,13
CIR_19,1.0,11
CIR_19,1.0,14
CIR_19,0.9999945036761605,15
CIR_19,1.0,13
CIR_19,0.9999997351789327,15
CIR_19,1.0,9
CIR_19,1.0,17
CIR_19,0.9291842671403949,11
CIR_19,0.9291842671403949,11
CIR_19,0.9291842671403949,11
CIR_19,0.9507544195232228,14
CIR_19,1.0,13
CIR_19,1.0,10
CIR_19,0.9999996376186537,14
CIR_19,1.0,15
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,15
CIR_19,1.0,17
CIR_19,1.0,11
CIR_19,0.999999735191335,16
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,1.0,13
CIR_19,1.0,15
CIR_19,1.0,13
CIR_19,1.0,14
CIR_19,1.0,16
CIR_19,0.9999997197009826,14
CIR_19,1.0,16
CIR_19,0.9999997015434545,13
CIR_19,0.9999996541696362,12
CIR_19,0.9999996541696362,12
CIR_19,0.9999996541696362,12
CIR_19,0.9999996541696362,12
CIR_19,0.9999996541696362,12
CIR_19,0.9999996541696362,12
CIR_19,0.9790074779180863,13
CIR_19,1.0,11
CIR_19,1.0,17
CIR_19,1.0,16
CIR_19,0.9986053683238737,10
CIR_19,0.9999953006566615,17
CIR_19,0.9098693250450228,9
CIR_19,0.9999996015358149,12
CIR_19,1.0,14
CIR_19,1.0,10
CIR_19,0.9999997745888175,10
CIR_19,0.9999997745888175,10
CIR_19,0.9999997745888175,10
CIR_19,1.0,16
CIR_19,1.0,18
CIR_19,1.0,10
CIR_19,1.0,10
CIR_19,1.0,10
CIR_19,1.0,10
CIR_19,1.0,10
CIR_19,1.0,10
CIR_19,1.0,10
CIR_19,1.0,17
CIR_19,1.0,13
CIR_19,1.0,14
CIR_19,0.9307503663528187,14
CIR_19,1.0,10
CIR_19,1.0,14
CIR_19,1.0,13
CIR_19,0.9999997345649159,12
CIR_19,0.9999968123311226,13
CIR_19,0.9999968123311226,13
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,13
CIR_19,1.0,16
CIR_19,0.9999996804967285,13
CIR_19,1.0,11
CIR_19,0.9999995086055694,15
CIR_19,0.999280399281815,9
CIR_19,0.999280399281815,9
CIR_19,0.999280399281815,9
CIR_19,0.999280399281815,9
CIR_19,0.999280399281815,9
CIR_19,0.999280399281815,9
CIR_19,0.999280399281815,9
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,15
CIR_19,1.0,14
CIR_19,1.0,13
CIR_19,1.0,16
CIR_19,1.0,11
CIR_19,1.0,13
CIR_19,0.9999994772012225,15
CIR_19,1.0,16
CIR_19,0.9995056200330512,15
CIR_19,0.874798004963852,14
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,0.9994998549945959,13
CIR_19,0.9999996532761996,10
CIR_19,0.999999653868201,13
CIR_19,0.999999653868201,13
CIR_19,1.0,16
CIR_19,1.0,13
CIR_19,1.0,11
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,15
CIR_19,1.0,9
CIR_19,1.0,9
CIR_19,1.0,9
CIR_19,1.0,9
CIR_19,1.0,16
CIR_19,0.9999995662710923,9
CIR_19,0.9999996808934165,9
CIR_19,0.9999996808934165,9
CIR_19,0.9999996808934165,9
CIR_19,0.9999996808934165,9
CIR_19,0.9999996808934165,9
CIR_19,0.9999975920872917,13
CIR_19,0.9995677443600733,8
CIR_19,0.9995677443600733,8
CIR_19,0.9995677443600733,8
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,14
CIR_19,1.0,20
CIR_19,1.0,8
CIR_19,1.0,8
CIR_19,1.0,19
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,1.0,15
CIR_19,0.9964043506221562,12
CIR_19,0.999995219660039,13
CIR_19,1.0,11
CIR_19,1.0,14
CIR_19,1.0,14
CIR_19,0.9999996486421265,13
CIR_19,1.0,16
CIR_19,1.0,14
CIR_19,1.0,12
CIR_19,1.0,14
CIR_19,0.9078835884623875,12
CIR_19,0.9702466188905247,13
CIR_19,1.0,12
CIR_19,1.0,18
CIR_19,1.0,17
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,0.9384125123764113,9
CIR_19,1.0,12
CIR_19,1.0,12
CIR_19,1.0,12
CIR_19,1.0,13
CIR_19,1.0,13
CIR_19,1.0,12
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,14
CIR_19,1.0,13
CIR_19,1.0,12
CIR_19,1.0,12
CIR_19,1.0,12
CIR_19,1.0,13
CIR_19,1.0,15
CIR_19,1.0,10
CIR_19,1.0,9
CIR_19,1.0,10
CIR_19,0.790946584850388,11
CIR_19,1.0,9
CIR_19,1.0,10
CIR_19,1.0,12
CIR_19,1.0,12
CIR_19,1.0,11
CIR_19,1.0,11
CIR_19,1.0,9
CIR_19,1.0,9
CIR_19,1.0,10
CIR_19,1.0,11
CIR_19,0.9994962004262035,9
CIR_19,1.0,9
CIR_19,0.999435185632569,8
CIR_19,0.9147479810023444,8
CIR_19,1.0,11
CIR_19,1.0,12
CIR_19,1.0,12
CIR_19,1.0,13
CIR_19,1.0,15
CIR_19,1.0,13
CIR_19,1.0,14
CIR_19,0.9999955897705263,10
CIR_19,1.0,12
CIR_19,1.0,12
CIR_19,1.0,14
CIR_19,1.0,12
CIR_19,1.0,14
CIR_19,0.9992014959963241,15
CIR_19,1.0,18
CIR_19,0.899946152551926,16
CIR_19,0.899946152551926,16
CIR_19,1.0,15
CIR_19,1.0,16
CIR_19,1.0,18
CIR_19,1.0,15
CIR_19,1.0,20
CIR_19,1.0,17
CIR_19,1.0,15
CIR_19,1.0,16
CIR_19,1.0,15
CIR_19,1.0,13
CIR_19,1.0,15
CIR_19,1.0,17
CIR_19,0.896410454478109,17
CIR_19,1.0,18
CIR_19,1.0,16
CIR_19,1.0,16
CIR_19,1.0,16
CIR_19,1.0,18
