OTU_ID	ALC_19	ALC_20	CIR_19	My_20	Pty_20	V3_20	VT_20
8ce38fe89c61c0e566528eb786aadea7	149	58	0	0	0	0	0
8cec867530b606cdec8f364c982a5a09	0	0	0	0	0	67	0
8cf262de1fe918b63dee85bd81c6fe83	0	67	0	0	0	0	0
8d37e3d1ab7f34f23a6cc939bb71f49d	0	0	473	0	0	0	0
8ddb7df28c84ee126970db5dd7e00811	0	0	0	0	0	34	0
8df2b2899dfc6b23865f0e976d593f14	0	0	647	0	0	0	0
8e1a15056bfa2c6cedecde61c1985dfb	0	106	0	0	0	0	0
8fcd93ba7a8eb2a70cb5fa6a37c7d390	0	246	0	0	0	0	0
90bd4f06ef0cf98a3fdbc3394401e6e5	0	1276	0	0	0	0	0
91299ad5feac8559d1819604d6e2bb2d	0	0	0	0	0	51	0
91eace434fcd0bde8527d796155fee21	0	0	0	69	0	0	0
92149ba7fe140a5aa82de8d2e3ab657c	0	0	20	0	46	0	0
92aff699441a732c24348ebd5f351335	0	0	0	0	0	122	82
92e4ad7a9e460dee46873e941bb8a1c5	0	0	0	40	0	0	0
92ee325599cfb6b88b49b900a32df42e	0	172	0	0	0	0	0
94886c0f296b4debf42b634490bbda40	56	177	0	0	0	0	0
9687a618d69f814fd96d36038e7d31c5	0	574	0	0	0	0	0
98c94386b7f2114617d9788023492cfa	0	998	0	0	0	0	0
994365c9c3782cf127c2dc7df509251f	0	2286	0	0	0	0	0
9a2f6cfbc6893793b35e4227af6a0f69	0	0	0	0	0	37	0
9c35aa56d9f6571564360fc03072d7c7	56	0	0	0	0	0	0
9d31d1665845321bf33840559eb3ed87	42	0	0	0	0	0	0
9e303dda37dcf38b9d25e4e84be84460	0	0	0	0	0	27	0
a071c6eae7861ce91aa668083218950a	0	0	11	0	0	0	0
a1a8cc099401278d6e49656202d2d052	0	0	89	95	0	0	0
a23b7615e938d05fdfa8599add0a40f8	31	0	0	0	0	0	0
a4219f9ddae86f62a984b2ba49a006f7	0	0	0	0	51.25	0	0
a568adc7fc298e77da7ea8819b30022e	0	0	0	66	0	0	0
a63a7e36c26c9ee0e4c9eb1d887a421b	0	65	0	0	0	0	0
a6cc6315a7aa785de1d9e3dbe9c88651	0	0	0	20.5	0	0	0
a79ef1de83034311446ba16c4d1ccf3b	0	132	0	0	0	0	0
a8444d9ea40fc60ac1c0f671e99e1865	0	37	0	0	0	0	0
a8bacf3483fe783da23a105c44b61ebd	0	0	0	0	0	16.33	0
a8e08bdc62c05811dc0eb3c283744e2c	0	210	0	0	0	0	0
ab6b54098dea8207f2996d5dc2c5b474	45	0	0	0	0	0	0
ac3bb9fdac9e8deee0dabf8c96e2c64d	0	0	0	0	0	44	0
ac51bb8d8fcfb3b4b9797be3ecde4aa2	24	0	0	0	0	0	0
ac6419cba067a6936f86ba454d4789a5	0	0	13	0	0	0	0
acd3b9f8e7a97a61e880a419373a8fcc	78	0	0	0	0	0	0
ad0204e87f472a4126a0831550f2343a	0	0	0	0	0	171	0
b0795449c27d832bf747d73e807e6d07	16.67	0	0	0	0	0	0
b107a78aef63b1383614f2ecee5727b3	73	0	0	0	0	0	0
b132b03899d58262f6dfd8f14aa02f19	0	0	0	0	828.5	0	0
b2a11fbc742008b1079fbbcd75944a9d	0	45	0	0	0	0	0
b548905151f08f8b8c22d58a8b10a89b	0	0	0	0	0	499	0
b645b23577afa9a17b5a543275087459	0	0	0	0	0	0	207
b75c47d4142318d7c9e2fbf0ec42e81a	0	0	286	327	0	0	0
b7e5f288df9e90fe4fbc743a5e9b8f60	0	0	152	0	0	0	0
b88021ba2d7e0920795f02a449b91428	84	0	0	0	0	0	0
b8be85e4413b428524c70310a52b6e65	0	58.5	0	0	0	0	0
bb0dda8f6242b8caf684820874908c7d	0	0	0	0	945	0	0
bb23b33a9b85b894c55e2b9efa216383	0	0	0	0	0	46	0
bbb31706b10eb4a0fe1aff060b64100b	0	0	0	0	0	44	0
bbb9afa4f25088e8e06f79d82ffabc47	0	38	0	0	0	0	0
bbffdd0e4dcf5d92247aaf369ae99cf1	4.67	0	0	0	0	0	0
bed73eece956e7054a368189463b3fcd	0	0	0	0	0	0	19589
beec1f5dd4f3e21e4fa38d68a822fea1	0	0	46	0	0	0	0
beef214a51af48790efb0d67b000755b	0	0	0	0	61	0	0
c11bcd45943db00009b3c17aa2860a1a	0	0	16.25	0	0	0	0
c6b6a7950d2ddd7754aeb3ba2e736af0	0	0	0	0	0	92	0
c88c1b6dec2625a2c07d7a2339290d47	16	0	0	0	0	0	0
ca1ad6efa2ffcddc55e291b581fa15c6	0	0	21	0	0	0	0
ca50ab49a8b3d4f8d1673844e5b1775a	11.67	0	0	0	0	0	0
cc9a92c177b1c5677f7410b852c79b09	0	0	0	0	0	325	0
cdf0dba25c30ddcb652bf52eedfe852f	0	0	0	0	0	15	0
d084262d7cba370c045e6475d5ca33b4	0	0	0	0	25.75	0	0
dabc826d8bd1a8f287eb9583483ab0eb	63	0	0	0	0	0	0
dae1fac36e817dcb3a057027a5de609e	0	0	0	0	0	230	0
dc08b5c6136fdd7cd0cacdbcdfdfcd91	0	0	134	0	0	0	0
ded901e6c6123da341fc23762ca88695	0	0	0	0	0	18.5	0
e065f2200275247e5b256583c3349f2c	57	0	0	0	0	0	0
e075b35de232a401ef4bb40761c57ff2	0	0	0	0	55.5	0	0
e0a650b34c428aa2746f16bf55639afd	0	51	0	0	0	0	0
e28e281ff0031a8e0ff257849c65d865	0	0	0	0	0	22	0
e2a5c2d4468ba590d00b9743f0ff1615	0	0	0	0	0	26.33	0
e2cddca43b63b412d479692b4ac255b6	0	0	0	0	201	0	0
e31c62c857f776e3b03cb83f6df197bb	0	0	61	0	0	0	0
e39cf846059f95d86b882927ee563356	0	181	0	0	0	0	0
e427b322dec981324124f6fccc094371	0	0	0	0	0	0	22.8
e60a58f4617f323fb3dd01f9c1372d71	92	55	0	0	0	0	0
e9c81991f2998c34c636af936bc2f8a8	0	0	0	0	0	0	7981
ea02926b5ac1e873e3ca5c04baf5aa72	47	190	0	0	0	0	0
eb6c52d6ed9b596f4ff474da224cc511	0	124	0	0	0	0	0
ed2896b9d9f9fe22749f926a66527ee3	42.33	0	0	0	0	0	0
edd3de0042dacbac902dbb8adc61348d	0	96.5	0	0	0	0	0
ee60a9346bbbfd06888647558751e6ce	0	0	0	257	0	0	0
ef419a16f6ad807a02069babdc427bf6	0	0	62	0	0	0	0
efa501750ed4c5f02f418f956ec678d8	0	0	0	0	0	72	0
f08a1df024cb5bf45aeb210fbc26fdb3	0	247	0	0	0	0	0
f0e60dd5ac1929edb8c579e870e9e3bf	0	0	0	0	0	42	0
f24f9433dd83eab6ed4265bf82052d65	0	0	0	0	179	0	0
f36ab4aea335f9d93c30edcf53e612c3	0	0	0	0	0	70	0
f67f274579450445e113042a9b4ee156	14	0	0	0	0	0	0
f6b4d0cee13a00c1b1026146948bb2db	0	0	37	0	0	0	0
f7c8ebe8a35c54764ee17abf07e1d153	0	0	0	0	0	2383	0
f92bc7d99b9febfb1458ae0c0b9588b2	41	0	0	0	0	0	0
fa1aa557424fa0e3dd434e7ce1a4b933	0	0	103	0	0	0	0
facf0570b1f89d00f40e02334c5ee892	0	16	0	0	0	0	0
fad070560d12bcc28c2a85202aff64ae	0	0	0	0	0	78	0
fc5a57c288ca0ddf77e4e76b1b6d8d28	0	0	52	0	0	0	0
fd67a75552c17607f4619fcc721f22eb	0	0	0	0	0	50	0
ffa0fd8b2d859c3a8d137aff3a14c55d	867.5	2032	0	0	0	0	0
ffa55df4ad12fa25decaa3fdf621e52f	25	0	0	0	0	0	0
